Total_population,Per_White,Per_Black,Per_BS,Per_MS,Median_Income,distances$V1,data$State,data$Place
79983,0.7717139892227098,0.06596401735368766,0.23703787054749134,0.15468287010989834,84722,2.313432974532815,Massachusetts,Somerville city
10560,0.671875,0.12367424242424242,0.23551136363636363,0.14659090909090908,66453,2.3315588790381954,Michigan,Farmington city
93,0.8279569892473119,0.17204301075268819,0.17204301075268819,0.13978494623655913,72292,2.33415659971844,Mississippi,Learned town
88537,0.7316602098557665,0.1561719958887245,0.17101324869828433,0.0874662570450772,81546,2.338499442005216,Connecticut,Norwalk city
69330,0.6720178854752632,0.18081638540314438,0.14925717582576084,0.08390307226308957,67828,2.3428873214492643,Maryland,Frederick city
119303,0.7202752655004484,0.06967972305809578,0.16240161605324258,0.1475486785747215,61247,2.346308843584597,Michigan,Ann Arbor city
33426,0.7479806138933764,0.1755220487046012,0.22943217854364867,0.12714653263926284,81170,2.361394593685154,Maryland,Pikesville CDP
5911,0.7193368296396548,0.17357469125359498,0.22635763830147182,0.145998984943326,86399,2.3643443099899093,Pennsylvania,Wyndmoor CDP
21099,0.7097018816057633,0.1234655670884876,0.19981989667756767,0.13896393193990236,56573,2.4057818959996697,North Carolina,Carrboro town
128851,0.6240619009553671,0.14602913442658574,0.1846085789012115,0.10864486887955856,84893,2.4085613299836788,Connecticut,Stamford city
20789,0.6421184280148156,0.18254846312953965,0.1880802347395257,0.11265573139641157,60234,2.419659828278303,Maryland,Cockeysville CDP
39151,0.6399325687721897,0.22073510255165896,0.173788664401931,0.10050828842175168,81143,2.428588223086158,Maryland,Annapolis city
52382,0.7135084571035852,0.09911801763964721,0.24395784811576496,0.12721927379634226,78863,2.428655350848137,Georgia,Brookhaven city
84150,0.7266904337492572,0.17580510992275697,0.23698158051099227,0.10022578728461082,81038,2.4535529132062903,Alabama,Hoover city
7057,0.632988522034859,0.2458551792546408,0.20362760379764772,0.1400028340654669,65884,2.4630151059212126,New York,Nyack village
6656,0.7397836538461539,0.08052884615384616,0.1720252403846154,0.13792067307692307,70354,2.481679145945268,New York,Tuckahoe village
69099,0.6932806552916829,0.02435635826857118,0.21417097208353233,0.10654278643685147,76633,2.5301313665241327,Illinois,Palatine village
63929,0.6464828168749707,0.12307403525786419,0.2524675812229192,0.14084374853352938,98489,2.539356936685042,Georgia,Alpharetta city
4393,0.595265194627817,0.09401320282267243,0.19303437286592307,0.13658092419758708,82500,2.543522475903851,Virginia,Dulles Town Center CDP
36753,0.7931053247353957,0.06388594128370473,0.20216036786112698,0.16809512148668135,70567,2.553114407966831,New York,Brighton CDP
41440,0.7646235521235522,0.14273648648648649,0.17951254826254825,0.1064430501930502,87116,2.561333358657761,Maryland,Catonsville CDP
103703,0.6682834633520728,0.20440102986413122,0.2689796823621303,0.12026653038002758,70920,2.5622887346672423,Georgia,Sandy Springs city
1169,0.6655260906757913,0.17365269461077845,0.14713430282292558,0.17194183062446536,88992,2.5730092154784545,New York,Stone Ridge CDP
79483,0.4112577532302505,0.2788646628838871,0.16198432369185864,0.13614231974132834,76608,2.573220676823552,Maryland,Silver Spring CDP
29095,0.7796184911496821,0.13442172194535143,0.17463481697886235,0.11527753909606461,83043,2.585606320024036,Illinois,O'Fallon city
577,0.7538994800693241,0.08492201039861352,0.17677642980935876,0.1386481802426343,68550,2.59444663906575,Maryland,Bryantown CDP
13445,0.6537746374116772,0.1585719598363704,0.18661212346597247,0.13023428783934549,104450,2.5999262428311924,Maryland,Kemp Mill CDP
4430,0.6598194130925508,0.14695259593679458,0.18623024830699775,0.1347629796839729,102844,2.6146880149843197,Virginia,Woodbridge CDP
