Field Contact Key,Day of the Week,Field Contact Date,Reason Code Description,Age,Race,Sex,Pat Down,Enforcement,Police Beat,Street Number,Street Name,City
9616,Tue,02/28/2017 12:48:00 AM,TRAF STOP/SUSP PERSON/GANG/RSO,27,White,Male,Yes,NONE,72,600,SHERIDAN SQ,EVANSTON
9614,Mon,02/27/2017 10:23:00 PM,TRAF STOP/GANG NARC,21,Black,Male,Yes,NONE,74,1600,MC DANIEL AV,EVANSTON
9612,Mon,02/27/2017 10:20:00 PM,TRAF STOP/GANG NARC,22,Black,Male,Yes,NONE,74,1600,MC DANIEL AV,EVANSTON
9611,Mon,02/27/2017 10:18:00 PM,TRAF STOP/GANG NARC,21,Black,Female,Yes,NONE,74,1600,MC DANIEL AV,EVANSTON
9610,Mon,02/27/2017 09:49:00 PM,TRAF STOP/GANG NARC,21,Black,Male,Yes,NONE,74,1600,MC DANIEL AV,EVANSTON
9613,Mon,02/27/2017 09:49:00 PM,TRAF STOP/GANG NARC,20,Black,Female,Yes,NONE,74,1600,MC DANIEL AV,EVANSTON
9605,Mon,02/27/2017 03:49:00 PM,TRAFFIC STOP,20,Black,Male,Yes,NONE,74,1500,CHURCH ST,EVANSTON
9633,Sun,02/26/2017 05:45:00 PM,TRAFFIC STOP,25,Black,Male,Yes,NONE,99,7500,DAMEN AV,CHICAGO
9627,Sun,02/26/2017 12:36:00 PM,SUSPICIOUS PERSON,47,Black,Male,Yes,NONE,72,500,JUDSON AV,EVANSTON
9601,Sun,02/26/2017 07:35:00 AM,OTHER,23,White,Male,Yes,NONE,73,1100,LAKE SHORE BL,EVANSTON
9600,Sun,02/26/2017 02:15:00 AM,TRAFFIC STOP,19,Black,Female,Yes,NONE,77,2000,ASHLAND AV,EVANSTON
9599,Sat,02/25/2017 11:58:00 PM,TRAF STOP/GANG NARC,30,Black,Male,Yes,,77,2400,EMERSON ST,EVANSTON
9598,Sat,02/25/2017 11:52:00 PM,TRAF STOP/GANG NARC,18,Black,Female,Yes,,77,2400,EMERSON ST,EVANSTON
9597,Sat,02/25/2017 11:49:00 PM,TRAF STOP/GANG NARC,22,Black,Female,Yes,,77,2400,EMERSON ST,EVANSTON
9596,Sat,02/25/2017 11:44:00 PM,TRAF STOP/GANG NARC,27,Black,Female,Yes,,77,2400,EMERSON ST,EVANSTON
9595,Sat,02/25/2017 11:41:00 PM,TRAF STOP/GANG NARC,27,Black,Male,Yes,NONE,77,2400,EMERSON ST,EVANSTON
9594,Sat,02/25/2017 10:33:00 PM,TRAF STOP/GANG NARC,28,Black,Male,Yes,NONE,77,2400,EMERSON ST,EVANSTON
9592,Sat,02/25/2017 03:53:00 PM,TRAFFIC STOP,29,Black,Male,Yes,NONE,74,2200,GREENWOOD ST,EVANSTON
9591,Sat,02/25/2017 12:43:00 AM,TRAFFIC STOP,22,Black,Male,Yes,NONE,77,2300,LYONS ST/LAUREL AV,EVANSTON
9603,Fri,02/24/2017 12:01:00 AM,TRAFFIC STOP,18,Black,Male,Yes,NONE,99,,GOLF/EAST PRAIRIE,SKOKIE
9590,Fri,02/24/2017 12:01:00 AM,TRAFFIC STOP,15,White,Male,Yes,NONE,99,,GOLF/EAST PRAIRIE,SKOKIE
9588,Fri,02/24/2017 12:01:00 AM,TRAFFIC STOP,15,White,Male,Yes,NONE,99,,GOLF/EAST PRAIRIE,SKOKIE
9587,Fri,02/24/2017 12:01:00 AM,TRAFFIC STOP,16,Black,Male,Yes,NONE,99,,GOLF/EAST PRARIE,
9589,Fri,02/24/2017 12:00:00 AM,TRAFFIC STOP,17,White,Male,Yes,NONE,99,,GOLF/EAST PRAIRIE,SKOKIE
9579,Thu,02/23/2017 01:31:00 AM,TRAF STOP/SUSP PERSON/GANG/RSO,26,White,Male,Yes,NONE,72,700,CHICAGO AV,EVANSTON
9578,Thu,02/23/2017 01:27:00 AM,TRAF STOP/SUSP PERSON/GANG/RSO,21,White,Female,Yes,NONE,72,700,CHICAGO AV,EVANSTON
9577,Thu,02/23/2017 12:28:00 AM,SUSPICIOUS PERSON,30,White,Male,Yes,NONE,72,900,FOREST AV,EVANSTON
9582,Wed,02/22/2017 10:59:00 AM,STREET STOP/SUSP PERSON,34,Black,Male,Yes,NONE,72,600,CALLAN AV,EVANSTON
9581,Wed,02/22/2017 10:43:00 AM,STREET STOP/SUSP PERSON,37,White,Male,Yes,NONE,72,600,CALLAN AV,EVANSTON
9570,Mon,02/20/2017 09:45:00 PM,TRAF STOP/GANG NARC,24,Black,Female,Yes,ARREST,74,1000,DODGE AV,EVANSTON
9569,Mon,02/20/2017 09:45:00 PM,TRAF STOP/GANG NARC,24,Black,Male,Yes,ARREST,74,1000,DODGE AV,EVANSTON
9583,Mon,02/20/2017 09:06:00 PM,TRAFFIC STOP,22,White,Male,Yes,NONE,74,1900,LAKE ST/DODGE AV,EVANSTON
9563,Mon,02/20/2017 07:21:00 PM,TRAF STOP/GANG NARC,37,Black,Male,Yes,NONE,75,2600,ELGIN RD,EVANSTON
9565,Mon,02/20/2017 06:33:00 PM,TRAF STOP/GANG NARC,36,Black,Male,Yes,NONE,75,2600,ELGIN RD,EVANSTON
9557,Mon,02/20/2017 01:14:00 AM,STREET STOP/GANG NARC,18,White,Male,Yes,NONE,72,100,KEDZIE ST,EVANSTON
9566,Sun,02/19/2017 06:38:00 PM,TRAFFIC STOP,20,White,Male,Yes,ARREST,74,1200,DODGE AV,EVANSTON
9555,Sun,02/19/2017 05:46:00 PM,STREET STOP,35,Black,Male,Yes,,71,1500,DOBSON ST,EVANSTON
9554,Sun,02/19/2017 05:46:00 PM,STREET STOP,30,Black,Male,Yes,NONE,71,1500,DOBSON ST,EVANSTON
9586,Sat,02/18/2017 11:59:00 PM,TRAFFIC STOP,19,Black,Male,Yes,NONE,74,1000,ASBURY AV,EVANSTON
9584,Sat,02/18/2017 11:59:00 PM,TRAFFIC STOP,21,Black,Male,Yes,NONE,74,1000,ASBURY AV,EVANSTON
9543,Sat,02/18/2017 01:49:00 AM,STREET STOP/GANG NARC,48,Black,Male,Yes,NONE,77,1800,FOSTER ST/DARROW AV,EVANSTON
9585,Sat,02/18/2017 12:15:00 AM,TRAFFIC STOP,20,Black,Male,Yes,NONE,74,1000,ASBURY AV,EVANSTON
9568,Fri,02/17/2017 11:09:00 PM,STREET STOP,27,White,Male,Yes,NONE,74,1000,FOWLER AV/NATHANIEL PL,EVANSTON
9561,Fri,02/17/2017 07:58:00 PM,TRAFFIC STOP,23,Black,Male,Yes,NONE,77,2000,DODGE AV/FOSTER ST,EVANSTON
9562,Fri,02/17/2017 07:56:00 PM,TRAFFIC STOP,23,Black,Male,Yes,NONE,77,2000,DODGE AV/FOSTER ST,EVANSTON
9542,Fri,02/17/2017 05:38:00 PM,STREET STOP/SUSP PERSON,21,Black,Male,Yes,NONE,77,2000,JACKSON AV,EVANSTON
9541,Fri,02/17/2017 05:38:00 PM,STREET STOP/SUSP PERSON,21,Black,Male,Yes,NONE,77,2000,JACKSON AV,EVANSTON
9536,Thu,02/16/2017 03:46:00 AM,TRAFFIC STOP,26,Black,Female,Yes,NONE,71,2200,MAIN ST,EVANSTON
9535,Thu,02/16/2017 03:20:00 AM,TRAFFIC STOP,25,Black,Male,Yes,,71,2200,MAIN ST,EVANSTON
9552,Thu,02/16/2017 02:51:00 AM,STREET STOP,26,Black,Male,Yes,NONE,77,1800,DARROW AV/LYONS ST,EVANSTON
9534,Thu,02/16/2017 02:42:00 AM,STREET STOP,32,White,Male,Yes,NONE,71,300,ASBURY AV,EVANSTON
9553,Thu,02/16/2017 02:17:00 AM,STREET STOP,29,Black,Male,Yes,NONE,77,1800,DARROW AV/LYONS ST,EVANSTON
9533,Wed,02/15/2017 12:05:00 AM,STREET STOP/SUSP PERSON,45,Black,Male,Yes,NONE,77,1900,FOSTER ST,EVANSTON
9530,Tue,02/14/2017 09:49:00 PM,TRAF STOP/GANG NARC,15,White,Male,Yes,NONE,77,1600,SIMPSON ST/ASHLAND AV,EVANSTON
9529,Tue,02/14/2017 09:46:00 PM,TRAF STOP/GANG NARC,15,White,Male,Yes,NONE,77,1600,SIMPSON ST/ASHLAND AV,EVANSTON
9528,Tue,02/14/2017 09:42:00 PM,TRAF STOP/GANG NARC,18,Asian,Male,Yes,NONE,77,1600,SIMPSON ST/ASHLAND AV,EVANSTON
9575,Tue,02/14/2017 12:20:00 AM,STREET STOP/SUSP PERSON/GANG NARC,31,Black,Male,Yes,NONE,77,1600,FOSTER ST/ASHLAND AV,EVANSTON
9520,Tue,02/14/2017 12:16:00 AM,STREET STOP/SUSP PERSON/GANG NARC,28,Black,Male,Yes,NONE,77,1600,FOSTER ST/ASHLAND AV,EVANSTON
9516,Tue,02/14/2017 12:10:00 AM,STREET STOP/SUSP PERSON/GANG NARC,36,Black,Male,Yes,NONE,77,1600,FOSTER ST/ASHLAND AV,EVANSTON
9525,Mon,02/13/2017 04:47:00 PM,TRAFFIC STOP,24,Black,Male,Yes,ARREST,71,1900,HOWARD ST,EVANSTON
9539,Mon,02/13/2017 02:36:00 PM,GANG/NARCOTIC,46,Black,Male,Yes,NONE,71,1400,DOBSON ST,EVANSTON
9524,Mon,02/13/2017 01:10:00 PM,STREET STOP,33,Black,Male,Yes,NONE,72,1000,CHICAGO AV,EVANSTON
9497,Sun,02/12/2017 10:49:00 PM,TRAF STOP/GANG NARC,19,Black,Male,Yes,NONE,71,1700,CLEVELAND ST/DEWEY AV,EVANSTON
9515,Sun,02/12/2017 10:33:00 PM,TRAFFIC STOP,18,Black,Male,Yes,NONE,71,600,DODGE AV,EVANSTON
9513,Sun,02/12/2017 10:10:00 PM,TRAFFIC STOP,18,Black,Male,Yes,NONE,71,600,DODGE AV,EVANSTON
9496,Sun,02/12/2017 09:29:00 PM,TRAF STOP/GANG NARC,36,Black,Male,Yes,,78,100,RIDGE AV,EVANSTON
9514,Sun,02/12/2017 09:15:00 PM,TRAFFIC STOP,18,Black,Male,Yes,NONE,71,600,DODGE AV,EVANSTON
9521,Sun,02/12/2017 01:30:00 PM,SUSPICIOUS PERSON,18,Black,Male,Yes,NONE,72,1000,SHERIDAN RD,EVANSTON
9481,Sat,02/11/2017 11:36:00 PM,STREET STOP,50,Black,Male,Yes,NONE,72,800,CHICAGO AV,EVANSTON
9483,Sat,02/11/2017 10:08:00 PM,GANG/NARCOTIC,16,White,Male,Yes,,76,2300,NOYES CT,EVANSTON
9485,Sat,02/11/2017 06:36:00 PM,TRAF STOP/GANG NARC,29,Black,Male,Yes,NONE,74,1600,DODGE AV,EVANSTON
9484,Sat,02/11/2017 04:19:00 AM,TRAFFIC STOP,25,Black,Male,Yes,,73,300,DAVIS ST,EVANSTON
9508,Sat,02/11/2017 12:48:00 AM,GANG/NARCOTIC,15,White,Male,Yes,,76,2300,NOYES CT,EVANSTON
9537,Fri,02/10/2017 10:39:00 PM,TRAFFIC STOP,31,Black,Male,Yes,NONE,77,1800,DODGE AV,EVANSTON
9499,Fri,02/10/2017 10:39:00 PM,TRAFFIC STOP,26,Black,Male,Yes,NONE,77,1800,DODGE AV,EVANSTON
9500,Fri,02/10/2017 10:39:00 PM,TRAFFIC STOP,32,Black,Male,Yes,NONE,77,1800,DODGE AV,EVANSTON
9538,Fri,02/10/2017 10:30:00 PM,TRAFFIC STOP,32,Black,Male,Yes,NONE,77,1800,FOSTER ST,EVANSTON
9487,Fri,02/10/2017 12:21:00 PM,STREET STOP,22,Black,Male,Yes,,99,2100,HOWARD ST/HOYNE AV,CHICAGO
9489,Fri,02/10/2017 09:04:00 AM,STREET STOP,29,Black,Male,Yes,NONE,99,2100,HOWARD ST/HOYNE AV,CHICAGO
9478,Thu,02/09/2017 06:07:00 AM,STREET STOP/RSO,41,Black,Female,Yes,ARREST,77,1900,FOSTER ST,EVANSTON
9475,Wed,02/08/2017 06:30:00 PM,TRAF STOP/GANG NARC,26,Black,Male,Yes,NONE,76,1000,EMERSON ST,EVANSTON
9474,Wed,02/08/2017 05:00:00 PM,TRAF STOP/GANG NARC,19,White,Male,Yes,NONE,77,1800,HOVLAND CT,EVANSTON
9476,Wed,02/08/2017 07:43:00 AM,STREET STOP,18,Black,Male,Yes,NONE,78,1900,JUNEWAY TER,EVANSTON
9472,Tue,02/07/2017 09:18:00 PM,TRAFFIC STOP,22,Asian,Male,Yes,NONE,99,3300,DEMPSTER ST,SKOKIE
9501,Tue,02/07/2017 06:01:00 PM,TRAFFIC STOP,25,Black,Male,Yes,NONE,77,1900,DARROW AV,EVANSTON
9493,Tue,02/07/2017 03:18:00 PM,TRAFFIC STOP,29,Black,Male,Yes,NONE,77,1900,DARROW AV,EVANSTON
9477,Tue,02/07/2017 09:06:00 AM,STREET STOP,21,Black,Male,Yes,NONE,78,1900,JUNEWAY TER,EVANSTON
9473,Tue,02/07/2017 09:06:00 AM,STREET STOP,17,Black,Male,Yes,NONE,78,1900,JUNEWAY TER,EVANSTON
9469,Tue,02/07/2017 01:58:00 AM,TRAFFIC STOP,22,Black,Female,Yes,,71,400,DODGE AV/KIRK ST,EVANSTON
9459,Tue,02/07/2017 12:39:00 AM,TRAFFIC STOP,28,Black,Male,Yes,NONE,71,400,DODGE AV/KIRK ST,EVANSTON
9460,Tue,02/07/2017 12:07:00 AM,TRAFFIC STOP,24,Black,Male,Yes,NONE,78,100,CUSTER AV,EVANSTON
9462,Tue,02/07/2017 12:07:00 AM,TRAFFIC STOP,21,Black,Male,Yes,NONE,78,100,CUSTER AV,EVANSTON
9461,Tue,02/07/2017 12:07:00 AM,TRAFFIC STOP,23,Black,Male,Yes,NONE,78,100,CUSTER AV,EVANSTON
9518,Mon,02/06/2017 08:46:00 PM,TRAF STOP/GANG NARC,17,White,Male,Yes,NONE,74,1300,LAKE ST,EVANSTON
9486,Sat,02/04/2017 11:10:00 PM,STREET STOP,48,White,Male,Yes,NONE,75,2700,HARTZELL ST,EVANSTON
9446,Sat,02/04/2017 04:47:00 PM,TRAF STOP/GANG NARC,20,Black,Female,Yes,NONE,74,1500,MC DANIEL AV,EVANSTON
9449,Sat,02/04/2017 04:47:00 PM,TRAF STOP/GANG NARC,26,Black,Male,Yes,NONE,74,1500,MC DANIEL AV,EVANSTON
9444,Sat,02/04/2017 03:18:00 PM,STREET STOP/SUSP PERSON,50,Black,Male,Yes,NONE,72,700,SHERMAN AV/MONROE ST,EVANSTON
9468,Thu,02/02/2017 10:04:00 PM,TRAFFIC STOP,28,Black,Male,Yes,NONE,74,2400,CHURCH ST,EVANSTON
9517,Thu,02/02/2017 07:52:00 PM,TRAF STOP/GANG NARC,29,Black,Male,Yes,NONE,74,2400,CHURCH ST,EVANSTON
9433,Wed,02/01/2017 11:02:00 PM,STREET STOP,34,White,Male,Yes,NONE,72,500,CHICAGO AV,EVANSTON
9439,Wed,02/01/2017 09:57:00 PM,TRAF STOP/GANG NARC,30,Black,Male,Yes,NONE,78,300,CUSTER AV,EVANSTON
9431,Wed,02/01/2017 01:20:00 AM,TRAFFIC STOP,22,Black,Male,Yes,NONE,73,800,DAVIS ST,EVANSTON
9430,Wed,02/01/2017 01:10:00 AM,TRAFFIC STOP,21,Black,Male,Yes,NONE,73,800,DAVIS ST,EVANSTON
9429,Wed,02/01/2017 12:36:00 AM,TRAFFIC STOP,21,White,Male,Yes,NONE,73,800,DAVIS ST,EVANSTON
9420,Sun,01/29/2017 11:21:00 PM,TRAF STOP/GANG NARC,20,Black,Male,Yes,ARREST,77,1800,BROWN AV,EVANSTON
9418,Sun,01/29/2017 08:45:00 PM,STREET STOP,19,Black,Male,Yes,NONE,73,1600,OAK AV,EVANSTON
9411,Sat,01/28/2017 04:33:00 PM,STREET STOP/GANG NARC,18,Black,Female,Yes,NONE,77,1900,JACKSON AV,EVANSTON
9415,Sat,01/28/2017 03:57:00 PM,STREET STOP/GANG NARC,18,Black,Male,Yes,ARREST,77,1900,JACKSON AV,EVANSTON
9424,Sat,01/28/2017 12:31:00 PM,TRAFFIC STOP,26,White,Male,Yes,NONE,78,600,HOWARD ST,EVANSTON
9427,Sat,01/28/2017 02:24:00 AM,TRAF STOP/GANG NARC,26,Black,Male,Yes,NONE,99,7300,RIDGE,
9615,Sat,01/28/2017 12:38:00 AM,TRAF STOP/SUSP PERSON/GANG/RSO,22,White,Female,Yes,,72,600,SHERIDAN SQ,EVANSTON
9426,Sat,01/28/2017 12:20:00 AM,STREET STOP/GANG NARC,21,White,Female,Yes,NONE,72,500,SHERIDAN SQ,EVANSTON
9454,Fri,01/27/2017 05:12:00 PM,TRAFFIC STOP,19,Black,Female,Yes,NONE,71,2100,OAKTON ST,EVANSTON
9407,Fri,01/27/2017 04:35:00 PM,TRAF STOP/GANG NARC,24,Black,Male,Yes,NONE,77,2200,EMERSON ST,EVANSTON
9405,Thu,01/26/2017 08:57:00 PM,TRAFFIC STOP,36,Black,Male,Yes,NONE,77,2200,FOSTER ST,EVANSTON
9401,Thu,01/26/2017 05:24:00 PM,TRAF STOP/GANG NARC,32,Black,Male,Yes,NONE,74,1100,DODGE AV,EVANSTON
9403,Tue,01/24/2017 04:46:00 PM,TRAFFIC STOP,19,Asian,Male,Yes,NONE,71,2400,MAIN ST,EVANSTON
9413,Mon,01/23/2017 06:15:00 PM,STREET STOP,50,Black,Male,Yes,NONE,73,1400,SHERMAN AV,EVANSTON
9398,Mon,01/23/2017 03:17:00 PM,OTHER,68,Black,Male,Yes,NONE,73,900,DAVIS ST,EVANSTON
9385,Mon,01/23/2017 12:07:00 AM,OTHER,55,White,Male,Yes,NONE,72,700,WASHINGTON ST,EVANSTON
9377,Sun,01/22/2017 04:32:00 PM,TRAFFIC STOP,19,White,Male,Yes,NONE,74,1100,WESLEY AV,EVANSTON
9391,Sun,01/22/2017 02:15:00 AM,STREET STOP,19,Black,Male,Yes,NONE,71,100,GREY AV,EVANSTON
9390,Sun,01/22/2017 02:15:00 AM,STREET STOP,18,Black,Male,Yes,NONE,71,100,GREY AV,EVANSTON
9466,Sun,01/22/2017 01:09:00 AM,GANG/NARCOTIC,18,Black,Male,Yes,NONE,77,1800,ASHLAND AV,EVANSTON
9373,Sun,01/22/2017 01:00:00 AM,STREET STOP,18,Black,Male,Yes,NONE,77,1600,SIMPSON ST/ASHLAND AV,EVANSTON
9372,Sun,01/22/2017 12:10:00 AM,TRAFFIC STOP,24,Black,Male,Yes,NONE,99,,DEMPSTER/MCCORMICK,SKOKIE
9371,Sun,01/22/2017 12:10:00 AM,TRAFFIC STOP,25,Black,Male,Yes,NONE,99,,DEMPSTER/MCCORMICK,SKOKIE
9387,Sun,01/22/2017 12:10:00 AM,TRAFFIC STOP,26,Black,Male,Yes,NONE,99,,DEMPSTER/MCCORMICK,SKOKIE
9370,Sun,01/22/2017 12:10:00 AM,TRAFFIC STOP,25,Black,Male,Yes,NONE,99,,DEMPSTER/MCCORMICK,SKOKIE
9432,Sat,01/21/2017 11:20:00 PM,GANG/NARCOTIC,21,Black,Male,Yes,NONE,77,1800,ASHLAND AV,EVANSTON
9465,Sat,01/21/2017 11:20:00 PM,GANG/NARCOTIC,18,Black,Female,Yes,NONE,77,1800,ASHLAND AV,EVANSTON
9464,Sat,01/21/2017 11:20:00 PM,GANG/NARCOTIC,17,Black,Male,Yes,NONE,77,1800,ASHLAND,EVANSTON
9380,Sat,01/21/2017 04:55:00 PM,STREET STOP,17,Black,Female,Yes,NONE,76,800,CHURCH ST,EVANSTON
9382,Sat,01/21/2017 04:55:00 PM,STREET STOP,16,Black,Female,Yes,NONE,76,800,CHURCH ST,EVANSTON
9381,Sat,01/21/2017 04:55:00 PM,STREET STOP,16,Black,Female,Yes,NONE,76,800,CHURCH ST,EVANSTON
9379,Sat,01/21/2017 04:55:00 PM,STREET STOP,17,Black,Female,Yes,NONE,76,800,CHURCH ST,EVANSTON
9414,Sat,01/21/2017 06:41:00 AM,STREET STOP,35,Black,Male,Yes,NONE,78,100,RIDGE AV,EVANSTON
9376,Sat,01/21/2017 01:44:00 AM,STREET STOP/SUSP PERSON,23,Black,Male,Yes,NONE,77,1900,GREY AV,EVANSTON
9374,Fri,01/20/2017 05:03:00 PM,STREET STOP,52,Black,Male,Yes,NONE,77,2000,CHURCH ST,EVANSTON
9368,Fri,01/20/2017 03:43:00 AM,TRAF STOP/GANG NARC,23,Black,Female,Yes,,74,2000,LAKE ST/BROWN AV,EVANSTON
9394,Fri,01/20/2017 01:45:00 AM,TRAFFIC STOP,27,White,Male,Yes,NONE,78,1200,OAKTON ST,EVANSTON
9375,Fri,01/20/2017 01:32:00 AM,STREET STOP/SUSP PERSON,24,Black,Male,Yes,NONE,77,1900,GREY AV,EVANSTON
9367,Thu,01/19/2017 04:15:00 PM,TRAFFIC STOP,22,Black,Male,Yes,NONE,74,2400,DEMPSTER ST,EVANSTON
9393,Thu,01/19/2017 02:31:00 AM,TRAFFIC STOP,23,Black,Male,Yes,NONE,78,7600,CLAREMONT,CHICAGO
9362,Tue,01/17/2017 08:37:00 PM,TRAFFIC STOP,20,,Female,Yes,NONE,78,100,RIDGE AV,EVANSTON
9361,Tue,01/17/2017 05:43:00 PM,TRAFFIC STOP,28,White,Male,Yes,NONE,78,800,HOWARD ST,EVANSTON
9358,Tue,01/17/2017 05:01:00 PM,STREET STOP/SUSP PERSON,14,Black,Male,Yes,NONE,99,7800,MARSHFIELD AV/JUNEWAY TER,CHICAGO
9353,Mon,01/16/2017 02:27:00 AM,OTHER,18,Black,Male,Yes,NONE,78,400,RIDGE AV,EVANSTON
9354,Mon,01/16/2017 02:27:00 AM,OTHER,19,White,Female,Yes,NONE,78,400,RIDGE AV,EVANSTON
9341,Mon,01/16/2017 12:56:00 AM,STREET STOP,46,Black,Male,Yes,NONE,71,1600,DOBSON ST/FLORENCE AV,EVANSTON
9348,Mon,01/16/2017 12:27:00 AM,OTHER,18,White,Female,Yes,NONE,78,400,RIDGE AV,EVANSTON
9355,Mon,01/16/2017 12:27:00 AM,OTHER,16,Black,Female,Yes,NONE,78,400,RIDGE AV,EVANSTON
9338,Mon,01/16/2017 12:03:00 AM,TRAF STOP/GANG NARC/RSO,20,Black,Male,Yes,NONE,74,2400,NATHANIEL PL,EVANSTON
9438,Sun,01/15/2017 11:57:00 PM,TRAF STOP/GANG NARC,20,Black,Male,Yes,NONE,74,2400,NATHANIEL PL,EVANSTON
9340,Sun,01/15/2017 09:11:00 PM,TRAF STOP/GANG NARC,22,Black,Male,Yes,NONE,74,2400,NATHANIEL PL,EVANSTON
9337,Sun,01/15/2017 04:34:00 PM,TRAF STOP/GANG NARC,26,Black,Male,Yes,NONE,75,1900,GRANT ST,EVANSTON
9339,Sun,01/15/2017 12:08:00 AM,TRAF STOP/GANG NARC,22,Black,Male,Yes,ARREST,74,2400,NATHANIEL PL,EVANSTON
9332,Sat,01/14/2017 11:59:00 PM,OTHER,23,Black,Male,Yes,ARREST,74,1300,HARTREY AV,EVANSTON
9331,Sat,01/14/2017 12:02:00 AM,TRAF STOP/GANG NARC,22,Black,Male,Yes,NONE,71,1900,HOWARD ST/DODGE AV,EVANSTON
9322,Fri,01/13/2017 01:52:00 AM,STREET STOP/SUSP PERSON,26,White,Male,Yes,NONE,78,400,RIDGE AV,EVANSTON
9324,Fri,01/13/2017 01:25:00 AM,STREET STOP/SUSP PERSON,21,White,Female,Yes,NONE,78,400,RIDGE AV,EVANSTON
9317,Thu,01/12/2017 10:18:00 PM,TRAFFIC STOP,30,Black,Male,Yes,NONE,77,1700,EMERSON ST,EVANSTON
9311,Wed,01/11/2017 04:59:00 PM,TRAFFIC STOP,22,White,Male,Yes,NONE,99,1400,HOWARD ST,CHICAGO
9313,Wed,01/11/2017 03:48:00 PM,TRAFFIC STOP,24,White,Male,Yes,NONE,71,1400,HOWARD ST,EVANSTON
9314,Wed,01/11/2017 12:48:00 AM,TRAFFIC STOP,21,Black,Male,Yes,,99,,CLARK/BIRCHWOOD,CHICAGO
9301,Tue,01/10/2017 11:36:00 PM,STREET STOP,51,Black,Male,Yes,NONE,77,1900,DEWEY AV/EMERSON ST,EVANSTON
9336,Tue,01/10/2017 09:06:00 PM,STREET STOP,33,Black,Male,Yes,NONE,77,1900,FOSTER ST,EVANSTON
9309,Tue,01/10/2017 09:03:00 PM,STREET STOP,23,Black,Male,Yes,ARREST,71,1400,CLEVELAND ST,EVANSTON
9296,Mon,01/09/2017 05:59:00 AM,TRAFFIC STOP,47,Black,Male,Yes,,74,1100,DODGE AV,EVANSTON
9347,Sun,01/08/2017 09:20:00 PM,TRAFFIC STOP,18,White,Male,Yes,NONE,99,7500,CLARK,CHICAGO
9287,Sun,01/08/2017 12:58:00 AM,TRAFFIC STOP,19,White,Male,Yes,NONE,77,2000,CHURCH ST,EVANSTON
9276,Sun,01/08/2017 12:34:00 AM,STREET STOP/GANG NARC,19,White,Female,Yes,NONE,78,400,RIDGE AV,EVANSTON
9277,Sun,01/08/2017 12:34:00 AM,STREET STOP/GANG NARC,18,Black,Male,Yes,NONE,78,400,RIDGE AV,EVANSTON
9275,Sun,01/08/2017 12:07:00 AM,STREET STOP/GANG NARC,20,Black,Male,Yes,NONE,78,600,CASE PL,EVANSTON
9286,Sat,01/07/2017 11:24:00 PM,TRAFFIC STOP,20,Black,Male,Yes,NONE,99,3400,CHURCH ST,SKOKIE
9284,Sat,01/07/2017 06:53:00 PM,SUSP PERSON/GANG NARC,16,Black,Male,Yes,NONE,77,2000,DARROW AV,EVANSTON
9285,Sat,01/07/2017 06:52:00 PM,SUSP PERSON/GANG NARC,15,Black,Male,Yes,NONE,77,2000,DARROW AV,EVANSTON
9281,Fri,01/06/2017 11:30:00 PM,TRAF STOP/GANG NARC,20,Black,Male,Yes,NONE,73,700,CHURCH ST,EVANSTON
9279,Fri,01/06/2017 11:24:00 PM,TRAF STOP/GANG NARC,19,Black,Female,Yes,NONE,73,700,CHURCH ST,EVANSTON
9282,Fri,01/06/2017 05:45:00 PM,TRAF STOP/GANG NARC,29,Black,Male,Yes,NONE,77,1700,DARROW AV,EVANSTON
9280,Fri,01/06/2017 04:21:00 PM,TRAF STOP/GANG NARC,19,Black,Male,Yes,NONE,73,700,CHURCH ST,EVANSTON
9278,Fri,01/06/2017 04:21:00 PM,TRAF STOP/GANG NARC,21,Black,Female,Yes,NONE,73,700,CHURCH ST,EVANSTON
9283,Fri,01/06/2017 04:10:00 PM,STREET STOP/SUSP PERSON,14,White,Male,Yes,NONE,78,100,CHICAGO AV,EVANSTON
9272,Fri,01/06/2017 04:10:00 PM,STREET STOP/SUSP PERSON,17,Black,Male,Yes,NONE,78,100,CHICAGO AV,EVANSTON
9270,Wed,01/04/2017 09:46:00 PM,TRAF STOP/GANG NARC,20,Black,Male,Yes,NONE,71,1300,HOWARD ST,EVANSTON
9266,Tue,01/03/2017 06:28:00 PM,TRAF STOP/GANG NARC,20,White,Male,Yes,NONE,71,1900,HOWARD ST,EVANSTON
9265,Tue,01/03/2017 06:17:00 PM,TRAF STOP/GANG NARC/RSO,21,White,Male,Yes,NONE,71,1900,HOWARD ST,EVANSTON
9293,Tue,01/03/2017 03:27:00 AM,STREET STOP/SUSP PERSON,19,Black,Male,Yes,NONE,71,400,DARROW AV,EVANSTON
9268,Tue,01/03/2017 03:23:00 AM,SUSPICIOUS PERSON,41,White,Male,Yes,,77,2200,CHURCH ST,EVANSTON
9263,Tue,01/03/2017 12:09:00 AM,TRAF STOP/GANG NARC,21,Black,Female,Yes,NONE,74,1000,BROWN AV,EVANSTON
9262,Tue,01/03/2017 12:09:00 AM,TRAF STOP/GANG NARC,22,Black,Male,Yes,NONE,74,1000,BROWN AV,EVANSTON
9261,Mon,01/02/2017 02:15:00 AM,STREET STOP/SUSP PERSON,51,Black,Male,Yes,NONE,77,1900,ASBURY AV,EVNSTN
